title,content,category,url
美參院通過移民執法700億美元預算　法案送往眾院,（中央社華盛頓5日綜合外電報導）美國聯邦參議院今天通過一項法案，可為國土安全部額外撥款700億美元用於移民執法，參院已將這項預算法案送往聯邦眾議院進行最終審議，這無疑是總統川普的一次重大勝利。 在共和黨有些微過半優勢的參議院，最終以52票贊成、47票反對，表決通過前述法案，民主黨陣營全數沒投贊成票，且該法案沒包含禁止18億美元「反武器化」基金的條款。 這筆基金原本設立目標，在於補償那些聲稱遭美國政府不公平對待的人士。 但批評人士認為，設立這筆基金能讓川普（Donald Trump）動用納稅人的錢來補償其政治盟友。 共和黨籍的參議院多數黨領袖圖恩（John Thune）則引述代理司法部長布蘭希（Todd Blanche）近日在國會作證說法，即是司法部不會推進設立該基金。 先前因部分參議員反對司法部提出的「反武器化」基金，使得移民執法預算法案遭擱置長達數個星期。 這項法案提供的資金，將用於支付川普政府未來3年驅逐移民行動相關費用。 法案目前已經送往眾議院，眾院的共和黨領袖們期盼在下週表決通過，以便再送交川普簽署。（編譯：陳彥鈞）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050351.aspx
美國5月非農就業新增17.2萬人遠超預期　失業率持平,（中央社華盛頓5日綜合外電報導）美國勞工統計局（BLS）今天公布，5月非農就業人數新增17萬2000人，遠高於市場預估值，失業率持平，顯示勞動市場延續今年以來的穩健擴張格局。 美國財經媒體CNBC報導，上月非農就業新增人數經季節調整後，略低於4月上修後的17萬9000人，但遠高於道瓊新聞社（Dow Jones Newswires）訪調分析師預估的8萬人。失業率一如預期維持在4.3%不變。 市場對最新經濟數據的預估值較低，原因是在招募和裁員均偏低的環境下，企業雇主一直維持穩定的就業水準。新增就業機會集中於少數幾個領域，但裁員行動較溫和，不過跡象顯示人工智慧（AI）正對勞動市場造成衝擊。 美國央行聯邦準備理事會（Fed）官員近日對就業市場前景變得更加樂觀，並轉向注意棘手的通膨問題；通膨攀升幾乎使得聯準會進一步降息的可能性消失。 聯準會自2025下半年調降基準利率3碼（0.75個百分點）後，今年來一直保持觀望。決策官員大致堅持先觀察今年後續發展，再決定政策走向。 亞特蘭大聯邦準備銀行（Federal Reserve Bank of Atlanta）的資料顯示美國整體經濟成穩健，第1季國內生產毛額（GDP）折合年率成長1.6%，第2季迄今的成長率估達3%。 最新資料顯示，休閒及餐旅業上月新增7萬人，遠高於過去一年平均每月新增1萬4000人；醫療保健領域同月新增3萬5000人，與過去12個月平均水準持平。 不過，金融業就業人數減少2萬2000人，以保險業和商業銀行受影響最深；航空運輸業減少9000個就業機會。 根據資料，美國5月平均時薪月增0.3%、年增3.4%，均符合市場預期，這是衡量勞動市場健康狀況的另一項重要指標。（編譯：洪啓原）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050347.aspx
日本加速研發國產無人機　努力減輕對中國產品依賴,（中央社東京5日綜合外電報導）日本正在加速研發國產小型無人機。在中國產品席捲全球市場之際，日本政府從安全保障觀點出發，投入補貼推進國產化，政府部門與民間企業共同合作的作法已經取得進展。 共同社報導，除了新創企業ACSL之外，也有許多企業在推進兼具民用與防衛用途的「兩用」產品研發。 ACSL開發和生產用於偵察的防衛用小型航拍無人機「蒼天」（SOTEN）。從2023年至2025年，該公司接到來自防衛省的約1000架訂單，已交付600多架。代表董事寺山昇志4日在千葉市舉行的展會中表示，「在遭到進攻時只能進行偵察的無人機無法發揮防衛作用」，似乎有意開發攻擊型。 Terra Drone以及Prodrone也在致力於防務用途。在日本，無人機原本被寄望在農業和運輸等領域發揮緩解人手短缺的作用，但在俄烏衝突中作為武器使用成為契機，研發防衛用途無人機迅速成為趨勢。 目前中國大疆創新科技在全球無人機市場上約占7成，具有壓倒性優勢。日本政府認為對中國產品的過度依賴在安全保障上是一大隱憂，計劃到2030年建立8萬架的生產體系。 防衛大臣小泉進次郎5月視察Prodrone的生產現場，談及將無人機與砲彈等相結合的「新型作戰方式已經出現」，強調國產無人機的必要性。（編輯：何宏儒）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050345.aspx
澤倫斯基邀普丁會談　俄烏再各自換俘185人,（中央社基輔5日綜合外電報導）俄羅斯與烏克蘭今天宣布雙方再各自交換戰俘185人。自俄國2022年入侵烏克蘭以來，俄烏已透過數十輪換俘行動，交換數千名被俘官兵，這是交戰雙方迄今少數能合作的領域之一。 法新社報導，俄羅斯國防部指出：「在6月5日，185名俄國軍人從基輔政權控制的領土返回。185名烏克蘭戰俘已移交給烏方作為交換。」 烏克蘭總統澤倫斯基（Volodymyr Zelenskyy）則表示，部分獲釋的烏克蘭士兵自2022年以來一直遭俄方拘押。 他在社群媒體寫道：「讓我們的人民回家，始終是烏克蘭的首要之務。我們每天都在努力，讓每一位烏克蘭男女脫離囚禁。」 在俄烏再次換俘的前一天，澤倫斯基才呼籲俄羅斯總統普丁（Vladimir Putin）同意面談，以結束長達4年的俄烏衝突。（編譯：陳正健）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050338.aspx
澤倫斯基邀普丁會談　俄民族主義者批作秀虛張聲勢,（中央社莫斯科／布魯塞爾／蒙特內哥羅蒂瓦特5日綜合外電報導）俄羅斯民族主義者今天斥烏克蘭總統澤倫斯基致俄羅斯總統普丁的公開信為惡意作秀，目的在煽動俄國內部不滿，而非結束戰爭。 路透社報導，澤倫斯基（Volodymyr Zelenskyy）昨天發表這封公開信，建議兩國領導人會面，以協議終結逾4年戰鬥。普丁（Vladimir Putin）當時正在聖彼得堡（St. Petersburg）年度盛會的經濟論壇中主持一項外國新聞編輯參與的活動。 普丁在會中堅持其強硬立場，強調俄軍每天都在戰場上推進。但他同時表示，只要基輔願意妥協，美國總統川普所提和平方案有可能終結戰事。雙方都指責對方拒絕妥協。 普丁尚未回應這封信，他的發言人表示，他已經知悉信件內容。普丁預定今天稍晚在論壇中發表演說。 俄羅斯民族主義者和戰爭部落客對澤倫斯基公開信評價極為嚴厲。 擁有超過150萬粉絲的戰爭部落客網紅賴巴（Rybar）表示：「這份聲明的文本根本看不出任何真誠的外交作為。」他直言這是在虛張聲勢。 歐洲聯盟今天則支持澤倫斯基在致普丁公開信中提出直接會談的呼籲。 歐盟發言人希普（Anitta Hipper）說：「我們歡迎澤倫斯基總統提出直接協商和停火的呼籲。就我們而言，我們再次重申基本事實，那就是烏克蘭希望和平，歐洲也希望和平。」 法國總統馬克宏（Emmanuel Macron）今天也對澤倫斯基呼籲與普丁直接對話表示歡迎，稱現在該是「恢復與莫斯科對話的時候了」。 馬克宏在蒙特內哥羅舉行的歐盟與巴爾幹高峰會中表示：「我認為現在取決於烏克蘭與俄羅斯達成停火與和平方案。歐洲各國可以協助推動。」（編譯：何宏儒）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050337.aspx
黃仁勳贈RTX 5090顯卡　Faker：對電競選手很重要[影],（中央社記者楊啟芳首爾5日專電）輝達（NVIDIA）執行長黃仁勳今天抵達韓國，第一個行程就去網咖與電競選手Faker等人見面，並送上RTX 5090顯卡，Faker則回贈印有自己簽名的隊服，也直言對電競選手而言顯卡很重要。 根據韓聯社報導，黃仁勳今天將網咖作為訪韓首站，前往由電競戰隊T1經營的網咖，與T1選手團見面，出席會面的包括T1隊長「Faker」李相赫等共5名選手。黃仁勳表示，「韓國是電競的發源地，韓國發明了電競，也創造了觀賞電競的文化。」 黃仁勳強調，韓國電競選手為了贏得勝利而選擇最好的圖形處理器（GPU）、正是輝達的GPU，「韓國長久以來對我而言都是特別的國家，也感謝大家長期支持輝達。」 當黃仁勳詢問Faker目前使用哪款顯卡，當Faker回答「RTX 4070」時，黃仁勳開玩笑說：「那已經是古董了。」隨後送上印有自己簽名的RTX 5090顯卡。Faker則回贈印有自己簽名的隊服給黃仁勳，並與隊友一同拍攝紀念照。 Faker在活動結束後接受媒體採訪時表示，「能與黃仁勳執行長見面，是非常有意義的一段時間。」他也說：「對我們電競選手而言，顯卡非常重要，我也認為我們能成為成功的職業選手，離不開許多人的幫助。」 結束在網咖的行程之後，黃仁勳前往烤肉餐廳「哥我來了」，與會人士包括SK集團會長崔泰源、現代汽車集團會長鄭義宣、LG集團會長具光謨、NAVER董事長李海珍等人，黃仁勳也體驗了韓國炸彈酒「燒啤」。（編輯：陳承功）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050334.aspx
因應中東局勢衝擊　日本3.1兆日圓追加預算正式過關,（中央社記者戴雅真東京5日專電）因應中東局勢持續緊張，日本國會今天通過本年度追加預算案，總額超過3兆1000億日圓（約新台幣6100億元）。法案在參議院全體會議獲得自民黨、日本維新會及國民民主黨等支持，以多數票表決通過並正式成立。 NHK報導，追加預算案先在參議院預算委員會完成審議，隨後送交參議院全體會議表決。除了執政黨自民黨外，日本維新會、國民民主黨、日本保守黨及未來團隊等政黨也投下贊成票。 在表決前的辯論中，立憲民主黨參議員村田享子批評，中東局勢確實對民眾生活與工作帶來重大影響，但追加預算內容無法有效回應物資短缺與物價高漲等民生問題，也難以消除民眾對未來的不安。 她並質疑，眾參兩院預算委員會都僅進行1天審議，討論時間過於倉促。 對此，自民黨參議員加藤明良表示，政府原本正在推動讓民眾實際感受到經濟正向循環成果的各項政策，卻在此時遭遇中東情勢急遽惡化，因此政府抱持克服危機的決心提出追加預算案。他強調，預算內容已從把風險最小化的角度，做好充分準備。 根據預算內容，政府將撥出1000億日圓作為地方政府「重點支援地方交付金」，預計用於支援液化石油氣用戶等措施；另編列5135億日圓，補回先前因補助電費與瓦斯費補貼而動用的預備費，使其恢復至原本1兆日圓規模。 此外，預算案最大項目為新設2兆5000億日圓的「中東情勢應對預備費」，作為未來因能源價格飆升，或其他中東局勢衝擊導致經濟受影響時的緊急應變資金。 不過，法案並非獲得所有黨派支持。立憲民主黨、公明黨、參政黨、日本共產黨、令和新選組及社會民主黨等在野黨均投下反對票，認為政府尚未提出具體政策內容，卻大幅擴充預備費規模，缺乏充分說明。（編輯：陳慧萍）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050324.aspx
美駐歐盟大使：美中開打AI戰爭　歐洲應站華府這一邊,（中央社布魯塞爾5日綜合外電報導）美國駐歐盟大使帕茲德今天表示，美國與中國開打「人工（AI）智慧戰爭」之際，歐洲應站華府這一邊，他對歐洲聯盟（EU）試圖在科技領域與美國「脫鉤」的做法感到憂心。 法新社報導，歐盟本週公布一項旨在降低對美國與亞洲科技依賴的計畫，包括在雲端運算及AI等最敏感的公共採購案中優先考慮歐洲企業。 帕茲德（Andrew Puzder）參加比利時首都布魯塞爾舉行的布魯塞爾經濟安全論壇（Economic Security Forum）時被詢及此事，他表示尚未詳細研究相關內容，但大致上對事態發展方向感到憂心，「當歐洲試圖在這些科技議題上與美國脫鉤，確實令我擔心」。 帕茲德指出，「我們正與中國進行AI戰爭。我認為美國取勝對西方文明至關重要」，他補充說若北京勝出，可能以經濟脅迫手段運用其科技優勢，屆時對歐洲有害無利。 他強調：「歐洲與美國維持夥伴關係相當重要。」 歐盟提出的「科技主權」方案聚焦於強化歐洲在關鍵科技領域的本地製造能力，使歐洲能趕上美國與中國腳步。 歐盟執委會（European Commission，EC）稱這是攸關歐盟存亡的議題，因為非歐洲企業目前供應歐盟數位產品、服務、基礎設施及智慧財產權的比重超過80%。 不過，歐洲尚未孕育出AI巨擘，且長期受制於高昂能源成本。帕茲德示警說，歐洲在AI競賽中要「靠自己追趕」還差得太遠，並表示「歐洲可以透過與美國合作來追趕，這是我們樂見的情況」。（編譯：洪啓原）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050322.aspx
中國助俄提升無人機網路系統作戰能力　增對北約威脅【獨家】,（中央社記者陳韻聿倫敦5日專電）根據一份與北大西洋公約組織（NATO）國家分享的內部參考調查報告，俄羅斯今年以來明顯增加網狀網路在無人作戰平台的運用，這有助俄方提升長程及多點打擊、偵察與電子作戰能力，並提高無人機蜂群作戰的戰術彈性與成功率。 報告點名2家在相關供應鏈扮演關鍵角色的中國企業，分別是興愷科技（Xingkai Technology）及華夏盛科技（Sinosun Technology），皆位於深圳。 此外，相關俄羅斯與中國企業以一家去年3月底在香港註冊成立的公司「海萬盈通環球」（Wanpower Global）作為交易付款中轉管道，以盡可能模糊化中國生產供應商與俄羅斯終端客戶之間的關聯。 調查報告由烏克蘭智庫「國防改革中心」（CDR）撰寫。領導CDR、參與協調北約與烏克蘭合作事宜的丹尼柳克（Oleksandr V Danylyuk）告訴中央社，戰爭及其引發的制裁等國際效應對俄羅斯財政形成巨大壓力，但莫斯科在已為長達數年的戰爭付出龐大成本的情況下，恐怕不會選擇有失顏面地議和，反而可能在今年內進一步升高局勢。 丹尼柳克指出，透過具體行動，俄方將明顯升級對北約國家的安全威脅，且行動範圍恐擴及更多國家，以盡可能「極限施壓」。俄方可能會刻意讓行動處於「侵略」邊緣，以增加北約集體回應的難度。 莫斯科勢必會尋求在北約各國有效重整並強化軍事、政治等領域的防衛能力之前，升級威脅以迫使各國為避免與俄方發生直接衝突，而在對俄行動上自我設限。不過，受限於俄方自身條件，丹尼柳克表示，短期內與北約國家爆發正面軍事衝突，不會是莫斯科樂見的發展。 儘管如此，北約被迫應對更加複雜、不穩定的國際局勢，這將如何影響北京在印太區域的行動，值得關注。丹尼柳克同時是英國智庫「皇家聯合軍事研究所」（RUSI）副研究員。 另一方面，拉脫維亞武裝部隊總司令普丹斯（Kaspars Pudāns）示警，俄羅斯已在無人機作戰取得對北約國家的優勢，且可能試圖利用「至2028年底前」的「機會之窗」，對波羅的海國家發動常規軍事攻擊。 普丹斯接受英國媒體採訪時說，俄方的優勢主要不在先進科技，而在大量生產和快速更新無人機性能的能力，以及豐富的實戰經驗。考量歐洲有許多建軍計畫期程是設定至2029年左右，莫斯科恐視未來幾年為不容錯失的機會之窗。 此外，普丹斯指出，下一任美國總統未必會比現任總統對莫斯科有利。 根據中央社取得的CDR調查報告，在俄軍無人機中，網狀網路數據機多見於長程打擊無人機，但自今年2月起，較以往更頻繁出現在中短程無人機。這些數據機絕大部分源自中國，雖然部分是透過所謂的俄羅斯自有品牌銷售。 調查顯示，俄軍使用的數據機，無論供應商來自中國或俄羅斯、或者是否經俄方更改規格，皆運用相同或相似度極高的軟、硬體平台和生產設施。這麼做除了有助提高零組件供應效率和彈性，也有助擴大生產，並快速整合、升級或改造相關系統。 這也意味隨著網狀網路架構持續發展，目前各自運作的打擊、偵察及其他各式種類無人平台，未來預期將可快速整合，在單一指揮中心下大規模自主協作，並大幅縮短從目標偵測到打擊所需時間。 根據報告，在烏克蘭戰場上首次發現俄羅斯無人機使用網狀網路數據機，是在2024年11月，當時烏克蘭國防部情報總局（HUR）在一架俄軍無人機發現中國「興愷科技」的XK-F358數據機。 報告指出，隨著網狀網路在俄羅斯無人系統的應用擴大，俄羅斯將可從更遠的距離，執行無人機偵察、導引和打擊任務，並確保指揮控制「零時差」。 目前不僅在烏克蘭境內的俄軍占領區，在白俄羅斯境內，俄羅斯也已開始部署網狀網路。部分技術解決方案和科技驗證可在俄羅斯標榜為「民用」的「數位無縫天網」（Tsifrovoye Nebo）戰略倡議下執行。 另一方面，至少自今年2月以來，俄軍已開始運用網狀網路，在無人機群導入「母機」作業模式。 根據報告，在烏克蘭戰場，一架裝有網狀網路數據機的無人機可扮演「母機」，往指定區域投放多架第一人稱視角（FPV）無人機，並發揮中繼與放大訊號、確保數據傳輸穩定、拉長數據有效傳輸距離的功能。 華府智庫「戰爭研究所」（ISW）的研究也指出，俄軍日益頻繁採用這類無人機行動模式，用於對烏偵察和打擊。 另一個值得關注的現象是網狀網路在「無人機蜂群」作戰模式的應用。今年第一季，受俄羅斯聯邦政府資金支持的相關研發單位，曾發布數則關於網狀網路應用於無人機蜂群及無人機自主行動的驗測計畫。 CDR指出，一旦相關構想落實，不同種類的無人機將可自主互動，進行數據交換、任務指派、行動協調，達成更具效率、對北約也更具威脅性的聯合行動。（編輯：陳慧萍）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050317.aspx
黃仁勳訪韓掀追星熱　韓國人架網站追蹤動向,（中央社首爾5日綜合外電報導）輝達執行長黃仁勳今天抵達韓國，在當地引發的關注程度直逼全球巨星等級，一個名為「黃仁勳足跡」的韓國網站還發布了他預計前往地點及會議的地圖與時間軸。 黃仁勳抵韓後，首站前往由電競戰隊T1經營的網咖，與T1隊長「Faker」李相赫等選手及相關人士見面，並致贈最新顯示卡。 他今晚與韓國科技業高層人士在弘大一帶的烤五花肉餐廳餐敘，出席者包括SK集團會長崔泰源、LG集團會長具光謨、NAVER董事長李海珍。 美國財經媒體CNBC報導，外界預期，黃仁勳此行不僅會品嚐韓式烤肉、暢飲燒酒，還預計出演國民主持人劉在錫的談話性綜藝節目「劉QUIZ ON THE BLOCK」。 此外，黃仁勳將在韓國職棒斗山熊隊的一場比賽中擔任開球嘉賓，斗山集團會長也擬共襄盛舉擔任打者。 這些行程不只是為了娛樂，伊朗戰爭使全球科技供應鏈再度成為關注焦點，且輝達（NVIDIA）在中國市場銷售面臨愈來愈多監管阻礙，因此輝達希望加深與韓國的合作關係。 黃仁勳在年度的台北國際電腦展（COMPUTEX）首日與多位韓國企業高層共進晚餐時說：「韓國是我們生態系的關鍵一環。」 除軟性行程外，韓國民眾也密切關注商業層面。至今已吸引逾8萬人瀏覽的「黃仁勳足跡」網站，還會顯示輝達概念股的股價波動。 儘管黃仁勳訪韓颳起旋風，受博通（Broadcom）財報不佳拖累美國晶片股影響，權值股三星電子（Samsung Electronics）與SK海力士（SK Hynix）等韓國晶片製造龍頭的股價今天雙雙重挫；五花肉和韓國燒酒相關企業的股價則走勢不一。（編譯：洪培英）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050303.aspx
維爾紐斯慶國際柯基日　首度全球連線逾30社群參與[影],（中央社記者游堯茹維爾紐斯5日專電）立陶宛首都維爾紐斯4日舉辦慶祝國際柯基日的系列活動，並首度串聯全球柯基社群進行視訊連線，吸引各國愛犬人士參與，現場氣氛熱絡。活動同時也為8月15日即將登場的第5屆「柯基犬賽跑」暖身。 活動於當地時間傍晚在維爾紐斯（Vilnius）舊城區展開，首先登場的是自地標黎明門出發的「短腿遊行」，數十隻柯基犬與飼主沿街行進，吸引不少遊客駐足圍觀、拍照。 隨後在市政廳廣場舉行短距離賽跑與趣味競賽，包括「跑來跑去」挑戰，飼主分站跑道兩端，指引狗狗完成折返跑，以速度分勝負；另有開放所有犬種參加的「最靈敏鼻子」嗅聞比賽，現場汪聲與歡笑不斷。 晚間7時（立陶宛時間），活動進入高潮，各國柯基社群透過視訊平台同步連線，舉行名為「World Corgi Zoom-ies」的全球交流。畫面中可見來自亞洲、歐洲、美洲等地的柯基犬同時亮相，各地社群輪流簡短介紹，分享在地活動與養犬文化。 活動發起人米須卡斯（Edvinas Miškas）表示，一年前將維爾紐斯宣布為「歐洲柯基之都」後，體認到需透過具體行動落實願景，不僅在立陶宛舉辦活動，也希望促進全球社群彼此交流，因而促成此次連線。 主辦單位指出，這是首次有來自不同洲的柯基社群同時在線互動，盼藉此促進國際交流。儘管時差帶來挑戰，部分地區須在深夜或凌晨參與，仍有來自多國、逾30個社群代表即時加入。 維爾紐斯近年積極打造柯基活動品牌，相關賽事與聚會逐漸在國際間打開知名度。主辦方表示，若「World Corgi Zoom-ies」反應良好，未來不排除發展為年度活動，持續串聯全球柯基愛好者。 此外，此次活動也為預計於8月15日登場的2026年「柯基犬賽跑」暖身，屆時規模將更為盛大，預計吸引上百隻柯基及國外飼主前來共襄盛舉。（編輯：陳承功）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050299.aspx
義大利邊境古城戈里齊亞走出冷戰撕裂　設超夯數位藝廊,（中央社記者黃雅詩戈里齊亞5日專電）義大利與斯洛維尼亞邊界古城「戈里齊亞」，冷戰期間曾遭設立圍牆撕裂為二，如今不僅打破意識形態藩籬，榮膺象徵國際融合的「歐洲文化首都」，近期還打造一座全歐最大數位藝廊，成為數十萬遊客湧入的熱門打卡景點。 1947年「巴黎和平條約」將戈里齊亞（Gorizia）劃分為二，市區歸屬義大利，東邊設立新城市「新戈里察」（Nova Gorica）歸屬南斯拉夫。鐵網拉起的邊界線甚至直接穿過部分房屋，將兩邊社區、親友硬生生分離，成為僅次於「柏林圍牆」的歐洲東西方意識形態分裂象徵。 隨著隸屬共產聯盟的南斯拉夫解體，獨立出來的斯洛維尼亞加入歐盟，昔日雙城以鐵絲網劃分的邊界，變成兩國居民露天交流廣場，雙城更在2025年同任「歐洲文化首都」。戈里齊亞近期在義政府「國家復甦暨韌性計畫」（PNRR）支持下，推動多項數位化與振興經濟專案，中央社記者應邀參訪，見證這座城市的蛻變。 「戈里齊亞不僅擁有令人驚豔的城堡、河流與歷史，我們還成功改變了一條曾經撕裂的邊界。」市長奇貝納（Rodolfo Ziberna）告訴中央社，「這條邊界印證如何將充滿苦難悲傷之處，轉變為促進成長、凝聚力和國際合作的絕佳契機。」 奇貝納說，他相信這正是眾所期盼的，「我們在歐洲乃至全世界成為融合見證，以不帶偏見態度靠近別人，努力真正了解和欣賞對方。」 戈里齊亞新風貌也展現在擁抱新科技，城市近期在社群網站爆紅景點是簡稱「DAG」的數位藝廊 （Digital Art Gallery），以超大面積LED螢幕，在人行隧道打造宛如極光的奇幻色彩，讓許多參觀者流連忘返，盛讚是拍攝網美照最佳地點。 「數位藝廊開幕第一個月就迎來10萬訪客，預估今年底可達80萬訪客。」奇貝納向中央社表示，藝廊創作者是知名藝術家阿納道爾（Refik Anadol），也就是打造美國賭城拉斯維加斯地標球體建築「Sphere」的大師，他曾在紐約現代藝術博物館、巴黎龐畢度中心等多處展出。 阿納道爾這次專為戈里齊亞創作這條「數據隧道」（Data Tunnel），作品源自大型自然模型，透過人工智慧將國際科博館檔案庫的數百萬張環境圖像整合，轉化為顏料與視覺素材，生成不斷變化的有機形態，展現自然、科技與人類感知之間的關係。 在古蹟部分，戈里齊亞代表性景點是可追溯到11世紀的城堡區（Borgo Castello），城堡防禦工事見證了城市的動盪變遷，從由貴族統治，到16世紀落入奧地利哈布斯堡王朝手中，並曾在1508年短暫被威尼斯共和國軍隊短暫，因此城堡入口仍有一個聖馬可獅子像。 城堡在一次世界大戰期間遭炸毀，1930年代重建中世紀風貌，一樓設有小型餐廳廚房，擺放古典桌椅與餐具櫃，另有騎士廳收藏11至16世紀精美武器。二樓設有舉行會議的伯爵廳、議會廳，以及陳列中世紀樂器模型的音樂室。 戈里齊亞還是歐洲「外交官搖籃」，史學家菲雷辛（Vanni Feresin）告訴中央社，當地出身名人包括19世紀奧匈帝國傳奇外交官德卡利斯（Enrico de Calice），他曾派駐中、日，是首位與日本天皇簽商業條約的西方人，他還曾派駐「歐洲火藥庫」巴爾幹半島長達26年，以驚人外交手腕維繫區域和平。 戈里齊亞同時是藝文之都，老城區的「時尚與應用藝術博物館」（Museo della Moda e delle Arti Applicate）致力收藏紡織品、服裝和應用藝術品，尤其關注18至19世紀在該地區發展的絲綢傳統，旨在透過時尚轉變歷程，體現城市經濟與文化歷史的演化。 導覽人員向中央社表示，館內最獨特收藏包括一台古老圓形絲線捻線機，年代可追溯到18世紀末，「這台機器至今仍能完美運轉，用途是將細絲捻成線。」。 「拉斯泰羅街」（Via Rastello）則展現了戈里齊亞的當代藝術活力，這條街從中世紀以來就是城內最有名商業街，現在逐漸轉型為藝術聚落，街上多數「老店舖」被改造成文化工作坊、畫廊、創意實驗室，兼具復古與文創的氛圍吸引許多遊客駐足。（編輯：陳慧萍）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050297.aspx
議員訪台後遭禁入境　紐西蘭總理稱將直接和中國交涉,（中央社威靈頓5日綜合外電報導）紐西蘭總理盧克森今天表示，4名國會議員上月訪問台灣後遭中國禁止入境，紐西蘭將直接向北京當局提出交涉。 路透社報導，來自紐西蘭中間偏右執政聯盟的3名議員麥克魯（Laura McClure）、威爾森（David Wilson）與皮尤（Maureen Pugh，另譯：普格），以及在野工黨議員韋伯（Duncan Webb），上個月前往台北進行為期5天的訪問。 根據紐西蘭國會秘書處（Office of the Clerk）發出的電子郵件，中國大使館已通知相關議員，該訪問團已被禁止進入中國、香港及澳門，為期1年。 盧克森（Christopher Luxon）表示，這些議員在台灣並不代表政府行政部門，且應享有「會見任何他們想見的人的自由」。 他在訪問澳洲期間向媒體表示：「我們認為，我們所看到的中國方面的反應是完全不妥的。我們將親自向他們提出這項問題。」盧克森此行將與澳洲總理艾班尼斯（Anthony Albanese）會面。 近年來，紐西蘭與中國維持大致穩定的關係，即使威靈頓對北京在太平洋擴大影響力日益直言不諱，中國依然是紐西蘭最大的貿易夥伴。 過去3年來，兩國的高層政治人物曾數度互訪，紐西蘭總理盧克森曾於2025年訪問中國。 紐西蘭外交部長皮特斯（Winston Peters）指示駐北京與威靈頓的紐西蘭外交部官員與中方討論此事，「以針對這種不同於過往慣例的做法表達關切，並進一步了解相關情況」。 澳洲方面也表示，將向中國駐坎培拉大使館，以及在北京提出關切。 盧克森對澳洲的支持表示歡迎，但他強調，這起事件是紐西蘭與中國之間的「國與國」問題。 盧克森表示，他會提出紐西蘭維持「一中政策」的事實，並認知到中國對台灣的主張，但並不代表認可該主張。（編譯：劉淑琴）1150605 選擇與事實站在一起，您的每一份贊助，都是守護新聞自由的力量 下載中央社「一手新聞」APP，即時掌握最新消息 本網站之文字、圖片及影音，非經授權，不得轉載、公開播送或公開傳輸及利用。,國際,https://www.cna.com.tw/news/aopl/202606050296.aspx
